,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_total,capture_rate,defense,hp,sp_attack,sp_defense,speed,type1,type2,is_legendary
209,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.3136553929329462,-0.315121707273161,0.1811791378715659,-0.30958860628031476,0.06670593164663882,0.7932323822501344,-0.35045954227948534,-0.3904152434917488,-0.7390997504636644,5.0,0.0,0.0
210,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.5340695595177675,-0.315121707273161,0.09698031210859939,-0.7039429942580352,0.39254497882833916,-0.14936337192936214,-0.5054534613735331,-0.5698217231189081,0.6410331632993836,18.0,14.0,0.0
211,0.5,1.0,0.0,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,2.2491583930311605,-0.11938638755487811,1.4441615243160635,-0.9668459195765154,2.1846597383276913,0.03915577890653717,-0.19546562318543764,1.0448365935255255,0.2959999348586216,1.0,17.0,0.0
212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,-2.11652227409384,-0.315121707273161,0.6442726795678817,1.2021032143009467,5.117211162962994,-1.8460357294524559,-1.9003987332199626,5.709405063831667,-2.1192326642267125,1.0,16.0,0.0
213,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.3405785598124105,-0.11938638755487811,1.4441615243160635,-0.7039429942580352,1.3700621203734402,0.4161940805783358,-0.9704352186556762,1.2242430731526848,0.2959999348586216,1.0,6.0,0.0
214,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,0.5340695595177675,-0.315121707273161,0.012781486345632885,-0.506765800269175,-0.5849721627167619,-0.5264016736011607,-1.1254291377497239,0.14780419538972908,1.6761328486216696,2.0,12.0,0.0
215,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06631805946866026,-0.315121707273161,-0.8292067712840322,0.28194297568626586,-0.747891686307612,-0.33788252276526143,-0.6604473804675808,-0.7492282027460674,-0.9116163646840454,13.0,0.0,0.0
216,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6254897262990176,-0.315121707273161,0.6021732666863984,-0.506765800269175,0.06670593164663882,0.7932323822501344,0.11452221500265777,0.14780419538972908,-0.3940665220229024,13.0,0.0,0.0
217,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-1.1810192739956256,-0.315121707273161,-1.502797377387764,1.2021032143009467,-1.0737307334893125,-1.0919591261088586,-0.04047170409138994,-1.108041162000386,-1.6016828215655694,7.0,0.0,0.0
218,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,-0.8691849406295541,-0.315121707273161,0.012781486345632885,-0.30958860628031476,1.5329816439642905,-0.33788252276526143,0.5795039722848009,0.3272106750168884,-1.2566495931248074,7.0,16.0,0.0
219,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,-0.8691849406295541,-0.315121707273161,-1.502797377387764,1.6621833336082872,-1.0737307334893125,-0.7149208244370601,-1.2804230568437716,-1.4668541212547046,-0.5665831362432834,12.0,11.0,0.0
220,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,0.6899867262008031,-0.315121707273161,0.1811791378715659,-0.30958860628031476,0.229625455237489,1.170270683921933,-0.35045954227948534,-0.3904152434917488,-0.5665831362432834,12.0,11.0,0.0
221,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,-0.7132677739465184,-0.315121707273161,-0.15561616518030014,-0.506765800269175,0.7183840260100396,-0.14936337192936214,-0.19546562318543764,0.8654301138983662,-1.0841329789044263,18.0,16.0,0.0
222,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.40143344058044694,-0.315121707273161,-1.0818032485729316,1.2021032143009467,-1.2366502570801625,-1.280478276944758,-0.19546562318543764,-1.2874476416275453,-0.04903329358214039,18.0,0.0,0.0
223,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.8459038928838389,-0.315121707273161,0.4337756151604654,-0.30958860628031476,0.06670593164663882,0.22767492974243647,1.044485729566944,0.14780419538972908,-0.7390997504636644,18.0,0.0,0.0
224,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,-0.7132677739465184,-0.315121707273161,-0.8292067712840322,-0.7039429942580352,-0.9108112098984622,-0.9034399752729594,-0.19546562318543764,-0.9286346823732267,0.2959999348586216,12.0,8.0,0.0
225,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,-1.1810192739956256,-0.11938638755487811,0.47587502804194864,-0.9668459195765154,-0.09621359194421135,0.604713231414235,0.2695161340967055,2.4800884305428,0.1234833206382406,18.0,8.0,0.0
226,0.25,1.0,0.0,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.06631805946866026,-0.11938638755487811,0.30747737651601564,-0.9668459195765154,2.1846597383276913,-0.14936337192936214,-0.9704352186556762,-0.031602284237430216,0.1234833206382406,17.0,8.0,0.0
227,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,-0.5573506072634826,-0.315121707273161,-0.8292067712840322,0.28194297568626586,-1.3995697806710128,-0.9034399752729594,0.2695161340967055,-0.7492282027460674,-0.04903329358214039,2.0,7.0,0.0
228,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0.37815239283473173,-0.315121707273161,1.4441615243160635,-0.7039429942580352,0.5554645024191893,0.22767492974243647,2.129443163225278,0.6860236342712069,1.6761328486216696,2.0,7.0,0.0
229,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5340695595177675,-0.315121707273161,0.9389685697382645,-0.7039429942580352,0.7183840260100396,0.22767492974243647,0.7344978913788486,0.8654301138983662,0.6410331632993836,18.0,3.0,0.0
230,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,-0.5573506072634826,-0.315121707273161,-0.8292067712840322,0.28194297568626586,-0.42205263912591173,0.7932323822501344,-0.9704352186556762,-1.108041162000386,-0.9116163646840454,11.0,0.0,0.0
231,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.3136553929329462,-0.315121707273161,0.6021732666863984,-0.506765800269175,1.5329816439642905,0.7932323822501344,-0.35045954227948534,-0.3904152434917488,-0.5665831362432834,11.0,0.0,0.0
232,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06631805946866026,-0.315121707273161,0.7284715053308481,-0.7039429942580352,0.5554645024191893,0.604713231414235,1.044485729566944,0.8654301138983662,-0.2215499078025214,13.0,0.0,0.0
233,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5340695595177675,-0.315121707273161,0.30747737651601564,-0.7039429942580352,-0.35688482968957164,0.15226726940807675,0.4245100531907532,-0.2110087638645895,0.6410331632993836,13.0,0.0,0.0
234,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.8046879407277685,-0.315121707273161,-1.502797377387764,-0.7039429942580352,-1.2366502570801625,-0.5264016736011607,-1.590410895031867,-0.9286346823732267,0.2959999348586216,13.0,0.0,0.0
235,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,-1.3369364406786612,-0.11938638755487811,-1.8395926804396303,-0.30958860628031476,-1.2366502570801625,-1.280478276944758,-1.1254291377497239,-1.2874476416275453,-1.0841329789044263,6.0,0.0,0.0
236,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5340695595177675,-0.11938638755487811,0.22327855075304914,-0.7039429942580352,0.7183840260100396,-0.7149208244370601,-1.1254291377497239,1.403649552779844,0.1234833206382406,6.0,0.0,0.0
237,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,-1.4928536073616971,-0.11938638755487811,-1.0397038356914485,-0.7039429942580352,-1.8883283514435634,-0.9034399752729594,0.4245100531907532,-0.2110087638645895,-0.04903329358214039,12.0,15.0,0.0
238,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.4638003072536612,-0.11938638755487811,-0.5766102939951326,-0.7039429942580352,-1.1714824476438226,-0.9034399752729594,-0.19546562318543764,-0.5698217231189081,0.9860663917401455,4.0,0.0,0.0
239,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-0.08959910721437547,-0.11938638755487811,-0.5345108811136494,-0.7039429942580352,-1.1714824476438226,-0.9034399752729594,-0.04047170409138994,-0.5698217231189081,0.5720265176112312,7.0,0.0,0.0
240,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06631805946866026,-0.315121707273161,0.5179744409234319,-0.7039429942580352,1.04422307319174,0.9817515330860337,-0.9704352186556762,-0.031602284237430216,1.1585830059605267,13.0,0.0,0.0
241,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.11652227409384,0.4678195715999706,0.9389685697382645,-0.9011201882468953,-2.0512478750344134,7.014364359834811,0.11452221500265777,2.3006819509156404,-0.3940665220229024,13.0,0.0,0.0
242,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.222235226151696,2.033702129346234,1.2757638727901304,-1.2560391374268438,0.06670593164663882,0.7932323822501344,1.3544735677550395,1.0448365935255255,1.6761328486216696,4.0,0.0,1.0
243,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1.1577382262499103,2.033702129346234,1.2757638727901304,-1.2560391374268438,0.39254497882833916,1.7358281364296309,0.5795039722848009,0.14780419538972908,1.1585830059605267,7.0,0.0,1.0
244,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.08959910721437547,2.033702129346234,1.2757638727901304,-1.2560391374268438,1.3700621203734402,1.170270683921933,0.5795039722848009,1.5830560324070033,0.6410331632993836,18.0,0.0,1.0
245,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,-0.4326168739170541,0.4678195715999706,-1.0818032485729316,-0.7039429942580352,-0.747891686307612,-0.7149208244370601,-0.8154412995616285,-0.7492282027460674,-0.8771130418399692,16.0,11.0,0.0
246,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.19105179281508886,0.4678195715999706,-0.15561616518030014,-0.7039429942580352,-0.09621359194421135,0.03915577890653717,-0.19546562318543764,-0.031602284237430216,-0.5320798133992072,16.0,11.0,0.0
247,2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,2.6857264597436608,0.4678195715999706,2.2861497819457286,-0.7039429942580352,2.5104987855093914,1.170270683921933,0.7344978913788486,1.7624625120341626,0.1579866434823168,16.0,2.0,0.0
248,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.37815239283473173,3.5995846870924972,2.1177521304197957,-1.2560391374268438,1.8588206911459908,1.3964936649250121,0.5795039722848009,2.982426573498846,1.5036162344012887,15.0,8.0,1.0
249,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,1.6254897262990176,3.5995846870924972,2.1177521304197957,-1.2560391374268438,0.5554645024191893,1.3964936649250121,1.1994796486609918,2.982426573498846,0.8135497775197645,7.0,8.0,1.0
250,4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.6899867262008031,3.5995846870924972,1.4441615243160635,-0.7039429942580352,0.8813035496008897,1.170270683921933,0.8894918104728963,1.0448365935255255,1.1585830059605267,15.0,10.0,1.0
251,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,-1.0251021073125899,-0.315121707273161,-0.9976044228099652,-0.7039429942580352,-1.2366502570801625,-1.0919591261088586,-0.19546562318543764,-0.5698217231189081,0.1234833206382406,10.0,0.0,0.0
252,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,-0.40143344058044694,-0.315121707273161,-0.1977155780617834,-0.7039429942580352,-0.9108112098984622,-0.7149208244370601,0.4245100531907532,-0.2110087638645895,0.9860663917401455,10.0,0.0,0.0
253,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0018210595668746,-0.315121707273161,1.696758001604963,-0.7039429942580352,0.06670593164663882,0.03915577890653717,2.2844370823193256,0.5066171546440477,2.7112325339439556,10.0,0.0,0.0
254,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-0.5573506072634826,-0.315121707273161,-0.9976044228099652,-0.7039429942580352,-1.0737307334893125,-0.9034399752729594,-0.04047170409138994,-0.7492282027460674,-0.7390997504636644,7.0,0.0,0.0
255,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,0.222235226151696,-0.315121707273161,-0.1977155780617834,-0.7039429942580352,-0.42205263912591173,-0.33788252276526143,0.4245100531907532,-0.3904152434917488,-0.3940665220229024,7.0,6.0,0.0
256,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,2.560992726397232,-0.315121707273161,1.696758001604963,-0.7039429942580352,0.229625455237489,0.4161940805783358,1.8194553250371825,0.3272106750168884,1.1585830059605267,7.0,6.0,0.0
257,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.2455162738974112,-0.315121707273161,-0.9976044228099652,-0.7039429942580352,-0.747891686307612,-0.7149208244370601,-0.6604473804675808,-0.7492282027460674,-0.9116163646840454,18.0,0.0,0.0
258,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.222235226151696,-0.315121707273161,-0.1977155780617834,-0.7039429942580352,-0.09621359194421135,0.03915577890653717,-0.35045954227948534,-0.031602284237430216,-0.5665831362432834,18.0,11.0,0.0
259,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,2.2491583930311605,-0.315121707273161,1.7388574144864462,-0.7039429942580352,1.2071425967825902,1.170270683921933,0.7344978913788486,1.403649552779844,0.1234833206382406,18.0,11.0,0.0
260,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.7132677739465184,-0.510857026991444,-1.7553938546766636,2.056537721586008,-1.2366502570801625,-1.280478276944758,-1.2804230568437716,-1.4668541212547046,-1.0841329789044263,2.0,0.0,0.0
261,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.37815239283473173,-0.510857026991444,-0.07141733941733362,0.37395899954773393,-0.09621359194421135,0.03915577890653717,-0.35045954227948534,-0.3904152434917488,0.1234833206382406,2.0,0.0,0.0
262,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.4928536073616971,-0.510857026991444,-1.5869962031507308,2.056537721586008,-1.0411468287711425,-1.1673667864432185,-1.2804230568437716,-1.072159866074954,-0.2215499078025214,13.0,0.0,0.0
263,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.2455162738974112,-0.510857026991444,-0.07141733941733362,-0.11241141229145456,-0.38946873440774166,0.34078642024397604,-0.6604473804675808,-0.35453394756631695,1.1585830059605267,13.0,0.0,0.0
264,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0251021073125899,-0.510857026991444,-1.9658909190840799,2.056537721586008,-1.2366502570801625,-0.9034399752729594,-1.590410895031867,-1.4668541212547046,-1.6016828215655694,1.0,0.0,0.0
265,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.3369364406786612,-0.510857026991444,-1.8816920933211134,0.28194297568626586,-0.5849721627167619,-0.7149208244370601,-1.4354169759378193,-1.6462606008818639,-1.7741994357859503,1.0,0.0,0.0
266,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,-0.2455162738974112,-0.510857026991444,-0.28191440382474986,-0.7039429942580352,-0.747891686307612,-0.33788252276526143,0.8894918104728963,-0.7492282027460674,-0.04903329358214039,1.0,8.0,0.0
267,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.3369364406786612,-0.510857026991444,-1.8816920933211134,0.28194297568626586,-0.5849721627167619,-0.7149208244370601,-1.4354169759378193,-1.6462606008818639,-1.7741994357859503,1.0,0.0,0.0
268,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,-0.8691849406295541,-0.510857026991444,-0.36611322958771636,-0.7039429942580352,-0.09621359194421135,-0.33788252276526143,-0.6604473804675808,0.6860236342712069,-0.04903329358214039,1.0,14.0,0.0
269,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,-1.4928536073616971,-0.510857026991444,-1.7553938546766636,2.056537721586008,-1.3995697806710128,-1.0919591261088586,-0.9704352186556762,-0.7492282027460674,-1.2566495931248074,18.0,10.0,0.0
270,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,-0.8691849406295541,-0.510857026991444,-0.7450079455210656,0.28194297568626586,-0.747891686307612,-0.33788252276526143,-0.35045954227948534,-0.031602284237430216,-0.5665831362432834,18.0,10.0,0.0
271,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,-0.2455162738974112,-0.510857026991444,0.4337756151604654,-0.7039429942580352,-0.09621359194421135,0.4161940805783358,0.5795039722848009,1.0448365935255255,0.1234833206382406,18.0,10.0,0.0
272,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,-1.1810192739956256,-0.510857026991444,-1.7553938546766636,2.056537721586008,-0.747891686307612,-1.0919591261088586,-1.2804230568437716,-1.4668541212547046,-1.2566495931248074,10.0,0.0,0.0
273,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,-0.2455162738974112,-0.510857026991444,-0.7450079455210656,0.28194297568626586,-1.0737307334893125,0.03915577890653717,-0.35045954227948534,-1.108041162000386,-0.2215499078025214,10.0,2.0,0.0
274,4.0,0.5,1.0,0.5,2.0,2.0,2.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,1.0,1.0,0.5,0.6899867262008031,-0.510857026991444,0.4337756151604654,-0.7039429942580352,-0.42205263912591173,0.7932323822501344,0.5795039722848009,-0.3904152434917488,0.4685165490790026,10.0,2.0,0.0
275,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.7132677739465184,-0.510857026991444,-1.3343997258618312,1.333554676960187,-1.3995697806710128,-1.0919591261088586,-1.2804230568437716,-1.4668541212547046,0.6410331632993836,13.0,8.0,0.0
276,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.222235226151696,-0.510857026991444,0.22327855075304914,-0.7039429942580352,-0.42205263912591173,-0.33788252276526143,0.11452221500265777,-0.7492282027460674,2.0211660770624316,13.0,8.0,0.0
277,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,-1.4928536073616971,-0.315121707273161,-1.3343997258618312,1.2021032143009467,-1.3995697806710128,-1.0919591261088586,-0.5054534613735331,-1.4668541212547046,0.6410331632993836,18.0,8.0,0.0
278,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,-0.8691849406295541,-0.315121707273161,0.09698031210859939,-0.7039429942580352,0.8813035496008897,-0.33788252276526143,0.7344978913788486,-0.031602284237430216,-0.04903329358214039,18.0,8.0,0.0
279,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,-1.6487707740447328,-0.315121707273161,-1.94063127135519,1.7936347962675274,-1.562489304261863,-1.544405088115017,-0.8154412995616285,-1.2874476416275453,-0.9116163646840454,15.0,5.0,0.0
280,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,-1.3369364406786612,-0.315121707273161,-1.267040665251458,0.28194297568626586,-1.2366502570801625,-1.1673667864432185,-0.19546562318543764,-0.5698217231189081,-0.5665831362432834,15.0,5.0,0.0
281,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.222235226151696,-0.315121707273161,1.5957194106894033,-0.7039429942580352,-0.2591331155350615,-0.036251881427822555,2.9044127586955164,2.3006819509156404,1.1585830059605267,15.0,5.0,0.0
282,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,-1.4928536073616971,-0.510857026991444,-1.3428196084381279,1.333554676960187,-1.3344019712346726,-1.0919591261088586,-0.6604473804675808,-0.6774656108952036,-0.04903329358214039,1.0,18.0,0.0
283,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,-0.5573506072634826,-0.510857026991444,0.2148586681767525,-0.30958860628031476,-0.35688482968957164,0.03915577890653717,0.8894918104728963,0.3989732668677521,0.4685165490790026,1.0,8.0,0.0
284,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,-1.1810192739956256,-0.510857026991444,-1.123902661454415,2.056537721586008,-0.42205263912591173,-0.33788252276526143,-0.9704352186556762,-0.3904152434917488,-1.0841329789044263,10.0,0.0,0.0
285,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,1.6254897262990176,-0.510857026991444,0.2653779636345324,-0.11241141229145456,0.229625455237489,-0.33788252276526143,-0.35045954227948534,-0.3904152434917488,0.1234833206382406,10.0,6.0,0.0
286,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5573506072634826,-0.510857026991444,-1.2502009000988648,2.056537721586008,-0.42205263912591173,-0.33788252276526143,-1.1254291377497239,-1.2874476416275453,-1.2566495931248074,13.0,0.0,0.0
287,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06631805946866026,-0.510857026991444,0.09698031210859939,0.28194297568626586,0.229625455237489,0.4161940805783358,-0.5054534613735331,-0.5698217231189081,0.8135497775197645,13.0,0.0,0.0
288,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.560992726397232,-0.510857026991444,2.033553304656829,-0.7039429942580352,0.8813035496008897,3.055462192280926,0.7344978913788486,-0.2110087638645895,1.1585830059605267,13.0,0.0,0.0
289,1.0,1.0,1.0,0.0,1.0,0.5,2.0,2.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,2.0,-1.0251021073125899,-0.510857026991444,-1.3680792561670179,2.056537721586008,0.5554645024191893,-1.4312935976134775,-1.2804230568437716,-1.4668541212547046,-0.9116163646840454,1.0,11.0,0.0
